legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di morte,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Bellinzona (Svizzera),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Azionismo,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Rete Parri,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"G. FAUSTINI, Oreste Ferrari, in «Studi trentini di scienze storiche. Sezione prima», 2008, 3, pp. 455-463"
Ferrari,,,person,Oreste,Ferrari,"Ferrari, Oreste, antifascista, (Ledro 1890 - Bellinzona 1962)",SIUSA,,,1890 mag 05,1962 feb 10,luogo di nascita,Ledro (Trento),luogo di nascita,Ledro (Trento),Antifascista,,,,maschile,ca-599855,Antifascismo e Resistenza,"In memoria di Oreste Ferrari. Locca di Bezzecca 5-5-1890-Bellinzona 10-2-1962. Letterato e poeta, volontario e invalido della guerra 1915-1918, assertore della Resistenza, consultore nazionale, a cura del MUSEO TRENTINO DEL RISORGIMENTO E DELLA LOTTA PER LA LIBERTA E DELLA LEGIONE TRENTINA, Trento, Temi, 1963"
Legione trentina,Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina,Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
"Legione trentina, Trento, 1917 - 1988",Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina. Associazione volontari trentini della guerra 1915-1918,Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina,Legione trentina. Associazione volontari trentini della guerra 1915-1918,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina,Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,,corporateBody,,,"Legione trentina, Trento, 1917 - 1988",SIUSA,1917,1988,,,Sede,Trento,Sede,Trento,,privato,associazione combattentistica e d'arma,,,ca-599827,Rete Parri,"G. ANESI, La Legione Trentina, in «Archivio Trentino di storia contemporanea», 1, 1994, pp. 21-50"
Legione trentina. Gruppo di Riva del Garda,Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,,corporateBody,,,"Legione trentina. Gruppo di Riva del Garda, Riva del Garda (Trento), 1919 - sec. XX seconda metà",SIUSA,1919,sec. XX seconda metà,,,Sede,Riva del Garda (Trento),Sede,Riva del Garda (Trento),,privato,associazione combattentistica e d'arma,,,ca-603252,Rete Parri,
Legione trentina. Gruppo di Riva del Garda,Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,,corporateBody,,,"Legione trentina. Gruppo di Riva del Garda, Riva del Garda (Trento), 1919 - sec. XX seconda metà",SIUSA,1919,sec. XX seconda metà,,,Sede,Riva del Garda (Trento),Sede,Riva del Garda (Trento),,privato,associazione combattentistica e d'arma,,,ca-603252,Rete Parri,
"Legione trentina. Gruppo di Riva del Garda, Riva del Garda (Trento), 1919 - sec. XX seconda metà",Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,,corporateBody,,,"Legione trentina. Gruppo di Riva del Garda, Riva del Garda (Trento), 1919 - sec. XX seconda metà",SIUSA,1919,sec. XX seconda metà,,,Sede,Riva del Garda (Trento),Sede,Riva del Garda (Trento),,privato,associazione combattentistica e d'arma,,,ca-603252,Rete Parri,
Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,Legione trentina. Associazione fra i trentini combattenti nel Regio Esercito,,corporateBody,,,"Legione trentina. Gruppo di Riva del Garda, Riva del Garda (Trento), 1919 - sec. XX seconda metà",SIUSA,1919,sec. XX seconda metà,,,Sede,Riva del Garda (Trento),Sede,Riva del Garda (Trento),,privato,associazione combattentistica e d'arma,,,ca-603252,Rete Parri,
Pedrolli,,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Antifascismo e Resistenza,
Bruno,,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Antifascismo e Resistenza,
"Pedrolli, Bruno, partigiano, (1919 - 1989)",,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Bruno,Pedrolli,"Pedrolli, Bruno, partigiano, (1919 - 1989)",SIUSA,,,1919,1989,luogo di nascita,non indicato,luogo di nascita,non indicato,partigiano,,,,maschile,ca-599860,Rete Parri,
Pedrolli,,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Antifascismo e Resistenza,
Fortunato,,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Antifascismo e Resistenza,
"Pedrolli, Fortunato, antifascista, (1883 - 1960)",,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Antifascismo e Resistenza,
Pedrolli,,,person,Fortunato,Pedrolli,"Pedrolli, Fortunato, antifascista, (1883 - 1960)",SIUSA,,,1883,1960,luogo di nascita,non indicato,luogo di nascita,non indicato,,,,,maschile,ca-599860,Rete Parri,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Antonio,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di morte,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Trento,luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di morte,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Trento,,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Antifascismo e Resistenza,
Radice,,,person,Antonio,Radice,"Radice, Antonio, insegnante, (Bronte 1917 - Trento 2001)",SIUSA,,,1917,2001 mag 08,luogo di nascita,Bronte (Catania),luogo di nascita,Bronte (Catania),,,,,maschile,ca-603253,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Giovanni,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di morte,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Trento,luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di morte,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Castel Ivano (Trento),alpinista,,,,maschile,ca-599851,Rete Parri,
Strobele,,,person,Giovanni,Strobele,"Strobele, Giovanni, alpinista, (Castel Ivano 1895 - Trento 1976)",SIUSA,,,1895 giu 19,1976 mar 27,luogo di nascita,Castel Ivano (Trento),luogo di nascita,Trento,alpinista,,,,maschile,ca-599851,Rete Parri,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
"Comune di Albiano, Albiano (Trento), sec. XIV -",Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
Comunità di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,preunitario,,,ca-73060,Antenati,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Antenati,
Comune di Albiano,Comunità di Albiano,sec. XIV - 1810,corporateBody,,,"Comune di Albiano, Albiano (Trento), sec. XIV -",SIUSA,sec. XIV,,,,Sede,Albiano (Trento),Sede,Albiano (Trento),,pubblico,ente pubblico territoriale,,,ca-73060,Enti pubblici locali e territoriali,
Comune di Trento,,,corporateBody,,,"Comune di Trento, Trento, sec. XIII -",SIUSA,sec. XIII,,,,Sede,Trento,Sede,Trento,,pubblico,preunitario,,,ca-83681,Enti pubblici locali e territoriali,"F. CAGOL, Il comune di Trento in antico regime, in M. HAUSBERGHER, «Volendo questo illustrissimo magistrato Consolare». Trecento anni di editoria pubblica a Trento, Trento, Provincia autonoma di Trento. Soprintendenza per i beni librari e archivistici, 2005 (Beni librari e archivistici del Trentino. Quaderni, 6), pp. XI-XLVII"
